"Values","Freq","category","state"
"3",0.285714285714286,"Overall_rating","WA"
"4",0.142857142857143,"Overall_rating","WA"
"5",0,"Overall_rating","WA"
"Not Available",0.5,"Overall_rating","WA"
"Above the national average",0,"Mortality","WA"
"Below the national average",0,"Mortality","WA"
"Not Available",0.5,"Mortality","WA"
"Same as the national average",0.5,"Mortality","WA"
"Above the national average",0,"Safety_of_care","WA"
"Below the national average",0.0714285714285714,"Safety_of_care","WA"
"Not Available",0.928571428571429,"Safety_of_care","WA"
"Same as the national average",0,"Safety_of_care","WA"
"Above the national average",0.214285714285714,"Readmission","WA"
"Below the national average",0,"Readmission","WA"
"Not Available",0.357142857142857,"Readmission","WA"
"Same as the national average",0.428571428571429,"Readmission","WA"
"Above the national average",0.0714285714285714,"Patient_experience","WA"
"Below the national average",0.0714285714285714,"Patient_experience","WA"
"Not Available",0.5,"Patient_experience","WA"
"Same as the national average",0.357142857142857,"Patient_experience","WA"
"Above the national average",0,"Effectiveness_of_Care","WA"
"Below the national average",0,"Effectiveness_of_Care","WA"
"Not Available",0.285714285714286,"Effectiveness_of_Care","WA"
"Same as the national average",0.714285714285714,"Effectiveness_of_Care","WA"
"Above the national average",0.0714285714285714,"Timeliness_of_Care","WA"
"Below the national average",0.0714285714285714,"Timeliness_of_Care","WA"
"Not Available",0.357142857142857,"Timeliness_of_Care","WA"
"Same as the national average",0.5,"Timeliness_of_Care","WA"
"Above the national average",0,"Medical_imaging","WA"
"Below the national average",0,"Medical_imaging","WA"
"Not Available",0.571428571428571,"Medical_imaging","WA"
"Same as the national average",0.428571428571429,"Medical_imaging","WA"
"Acute Care Hospitals",0.142857142857143,"Type","WI"
"Childrens",0,"Type","WI"
"Critical Access Hospitals",0.857142857142857,"Type","WI"
"Government - Federal",0,"Ownership","WI"
"Government - Hospital District or Authority",0,"Ownership","WI"
"Government - Local",0,"Ownership","WI"
"Government - State",0,"Ownership","WI"
"Physician",0.0357142857142857,"Ownership","WI"
"Proprietary",0,"Ownership","WI"
"Tribal",0,"Ownership","WI"
"Voluntary non-profit - Church",0.178571428571429,"Ownership","WI"
"Voluntary non-profit - Other",0.107142857142857,"Ownership","WI"
"Voluntary non-profit - Private",0.678571428571429,"Ownership","WI"
"1",0,"Overall_rating","WI"
"2",0,"Overall_rating","WI"
"3",0.0357142857142857,"Overall_rating","WI"
"4",0.642857142857143,"Overall_rating","WI"
"5",0.0357142857142857,"Overall_rating","WI"
"Not Available",0.285714285714286,"Overall_rating","WI"
"Above the national average",0,"Mortality","WI"
"Below the national average",0,"Mortality","WI"
"Not Available",0.428571428571429,"Mortality","WI"
"Same as the national average",0.571428571428571,"Mortality","WI"
"Above the national average",0.0357142857142857,"Safety_of_care","WI"
"Below the national average",0.0357142857142857,"Safety_of_care","WI"
"Not Available",0.928571428571429,"Safety_of_care","WI"
"Same as the national average",0,"Safety_of_care","WI"
"Above the national average",0.214285714285714,"Readmission","WI"
"Below the national average",0.0357142857142857,"Readmission","WI"
"Not Available",0.214285714285714,"Readmission","WI"
"Same as the national average",0.535714285714286,"Readmission","WI"
"Above the national average",0.75,"Patient_experience","WI"
"Below the national average",0,"Patient_experience","WI"
"Not Available",0.214285714285714,"Patient_experience","WI"
"Same as the national average",0.0357142857142857,"Patient_experience","WI"
"Above the national average",0,"Effectiveness_of_Care","WI"
"Below the national average",0,"Effectiveness_of_Care","WI"
"Not Available",0.285714285714286,"Effectiveness_of_Care","WI"
"Same as the national average",0.714285714285714,"Effectiveness_of_Care","WI"
"Above the national average",0.5,"Timeliness_of_Care","WI"
"Below the national average",0,"Timeliness_of_Care","WI"
"Not Available",0.285714285714286,"Timeliness_of_Care","WI"
"Same as the national average",0.214285714285714,"Timeliness_of_Care","WI"
"Above the national average",0,"Medical_imaging","WI"
"Below the national average",0,"Medical_imaging","WI"
"Not Available",0.678571428571429,"Medical_imaging","WI"
"Same as the national average",0.321428571428571,"Medical_imaging","WI"
"Acute Care Hospitals",0.272727272727273,"Type","WV"
"Childrens",0,"Type","WV"
"Critical Access Hospitals",0.727272727272727,"Type","WV"
"Government - Federal",0,"Ownership","WV"
"Government - Hospital District or Authority",0,"Ownership","WV"
"Government - Local",0.272727272727273,"Ownership","WV"
"Government - State",0,"Ownership","WV"
"Physician",0.0909090909090909,"Ownership","WV"
"Proprietary",0.0909090909090909,"Ownership","WV"
"Tribal",0,"Ownership","WV"
"Voluntary non-profit - Church",0,"Ownership","WV"
"Voluntary non-profit - Other",0.0909090909090909,"Ownership","WV"
"Voluntary non-profit - Private",0.454545454545455,"Ownership","WV"
"1",0,"Overall_rating","WV"
"2",0.0909090909090909,"Overall_rating","WV"
"3",0.0909090909090909,"Overall_rating","WV"
"4",0.363636363636364,"Overall_rating","WV"
"5",0,"Overall_rating","WV"
"Not Available",0.454545454545455,"Overall_rating","WV"
"Above the national average",0.0909090909090909,"Mortality","WV"
"Below the national average",0,"Mortality","WV"
"Not Available",0.363636363636364,"Mortality","WV"
"Same as the national average",0.545454545454545,"Mortality","WV"
"Above the national average",0,"Safety_of_care","WV"
"Below the national average",0.0909090909090909,"Safety_of_care","WV"
"Not Available",0.909090909090909,"Safety_of_care","WV"
"Same as the national average",0,"Safety_of_care","WV"
"Above the national average",0.181818181818182,"Readmission","WV"
"Below the national average",0.181818181818182,"Readmission","WV"
"Not Available",0.0909090909090909,"Readmission","WV"
"Same as the national average",0.545454545454545,"Readmission","WV"
"Above the national average",0.272727272727273,"Patient_experience","WV"
"Below the national average",0.0909090909090909,"Patient_experience","WV"
"Not Available",0.545454545454545,"Patient_experience","WV"
"Same as the national average",0.0909090909090909,"Patient_experience","WV"
"Above the national average",0,"Effectiveness_of_Care","WV"
"Below the national average",0.0909090909090909,"Effectiveness_of_Care","WV"
"Not Available",0.363636363636364,"Effectiveness_of_Care","WV"
"Same as the national average",0.545454545454545,"Effectiveness_of_Care","WV"
"Above the national average",0.0909090909090909,"Timeliness_of_Care","WV"
"Below the national average",0.0909090909090909,"Timeliness_of_Care","WV"
"Not Available",0.454545454545455,"Timeliness_of_Care","WV"
"Same as the national average",0.363636363636364,"Timeliness_of_Care","WV"
"Above the national average",0.0909090909090909,"Medical_imaging","WV"
"Below the national average",0.0909090909090909,"Medical_imaging","WV"
"Not Available",0.636363636363636,"Medical_imaging","WV"
"Same as the national average",0.181818181818182,"Medical_imaging","WV"
"Acute Care Hospitals",0.2,"Type","WY"
"Childrens",0,"Type","WY"
"Critical Access Hospitals",0.8,"Type","WY"
"Government - Federal",0,"Ownership","WY"
"Government - Hospital District or Authority",0.6,"Ownership","WY"
"Government - Local",0.3,"Ownership","WY"
"Government - State",0,"Ownership","WY"
"Physician",0.1,"Ownership","WY"
"Proprietary",0,"Ownership","WY"
"Tribal",0,"Ownership","WY"
"Voluntary non-profit - Church",0,"Ownership","WY"
"Voluntary non-profit - Other",0,"Ownership","WY"
"Voluntary non-profit - Private",0,"Ownership","WY"
"1",0,"Overall_rating","WY"
"2",0,"Overall_rating","WY"
"3",0.3,"Overall_rating","WY"
"4",0.2,"Overall_rating","WY"
"5",0,"Overall_rating","WY"
"Not Available",0.5,"Overall_rating","WY"
"Above the national average",0,"Mortality","WY"
"Below the national average",0.1,"Mortality","WY"
"Not Available",0.5,"Mortality","WY"
"Same as the national average",0.4,"Mortality","WY"
"Above the national average",0.1,"Safety_of_care","WY"
"Below the national average",0,"Safety_of_care","WY"
"Not Available",0.9,"Safety_of_care","WY"
"Same as the national average",0,"Safety_of_care","WY"
"Above the national average",0.4,"Readmission","WY"
"Below the national average",0.2,"Readmission","WY"
"Not Available",0.3,"Readmission","WY"
"Same as the national average",0.1,"Readmission","WY"
"Above the national average",0.2,"Patient_experience","WY"
"Below the national average",0,"Patient_experience","WY"
"Not Available",0.7,"Patient_experience","WY"
"Same as the national average",0.1,"Patient_experience","WY"
"Above the national average",0,"Effectiveness_of_Care","WY"
"Below the national average",0.1,"Effectiveness_of_Care","WY"
"Not Available",0.5,"Effectiveness_of_Care","WY"
"Same as the national average",0.4,"Effectiveness_of_Care","WY"
"Above the national average",0,"Timeliness_of_Care","WY"
"Below the national average",0,"Timeliness_of_Care","WY"
"Not Available",0.5,"Timeliness_of_Care","WY"
"Same as the national average",0.5,"Timeliness_of_Care","WY"
"Above the national average",0.1,"Medical_imaging","WY"
"Below the national average",0,"Medical_imaging","WY"
"Not Available",0.7,"Medical_imaging","WY"
"Same as the national average",0.2,"Medical_imaging","WY"
